Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((af <= 0.176) U[0,1] (hr >= 74.396))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,14,0,0,33,14,33,14,1.0,1.0,0.0,1.0,1.0,0.0
"((dfa <= 0.628) U[0,1] (Pulse >= 74.327))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,13,1,0,33,14,34,13,1.0,0.9285714285714286,0.07142857142857142,0.9705882352941176,0.9787234042553191,0.021276595744680882
"F[0,0](n_evts <= 0.565 -> Pulse >= 73.040)
",0.971,-0.565,-15.276,0.000,1.000,33,13,1,0,33,14,34,13,1.0,0.9285714285714286,0.07142857142857142,0.9705882352941176,0.9787234042553191,0.021276595744680882
"((cosen <= -1.589) U[1,1] (Pulse >= 74.125))
",-0.878,0.820,11.984,0.000,1.000,33,12,2,0,33,14,35,12,1.0,0.8571428571428571,0.14285714285714285,0.9428571428571428,0.9574468085106383,0.04255319148936165
"F[0,1](dfa >= 0.420 & n_evts >= 0.215)
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,12,2,0,33,14,35,12,1.0,0.8571428571428571,0.14285714285714285,0.9428571428571428,0.9574468085106383,0.04255319148936165
"F[1,1](Pulse >= 75.494 & SBP >= 67.312)
",-1.161,-4.807,5.986,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253
"F[0,1](Glasgow_Coma_Scale_Total >= 14.778 -> y >= 0.098)
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253
"((cosen <= -2.259) U[0,1] (y >= 0.023))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253
"((edrk >= 22.802) U[0,0] (Pulse >= 75.038))
",-0.490,3.716,12.533,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253
"((dfa >= 0.500) U[1,1] (LOS >= 1.155))
",-1.515,0.047,5.987,0.000,1.000,33,10,4,0,33,14,37,10,1.0,0.7142857142857143,0.2857142857142857,0.8918918918918919,0.9148936170212766,0.08510638297872342
