Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((Glasgow_Coma_Scale_Total <= 14.964) U[0,0] (n_evts >= 0.017))
",-2.449,-0.017,0.840,0.000,1.000,40,13,1,0,40,14,41,13,1.0,0.9285714285714286,0.07142857142857142,0.975609756097561,0.9814814814814815,0.01851851851851849
"F[0,0](cosen <= -1.056 & n_evts >= 0.096)
",-2.444,-0.096,0.746,0.000,1.000,40,13,1,0,40,14,41,13,1.0,0.9285714285714286,0.07142857142857142,0.975609756097561,0.9814814814814815,0.01851851851851849
"F[1,1](LOS >= 0.125 & O2_Flow <= 5.558)
",-2.703,-0.125,2.889,0.000,1.000,40,13,1,0,40,14,41,13,1.0,0.9285714285714286,0.07142857142857142,0.975609756097561,0.9814814814814815,0.01851851851851849
"((s2_hr >= -0.000) U[0,1] (tte <= -0.065))
",0.000,-9999999.000,-9999999.000,0.000,1.000,40,12,2,0,40,14,42,12,1.0,0.8571428571428571,0.14285714285714285,0.9523809523809523,0.9629629629629629,0.03703703703703709
"((AF >= 0.004) U[0,1] (tte <= -0.080))
",0.000,-9999999.000,-9999999.000,0.000,1.000,40,12,2,0,40,14,42,12,1.0,0.8571428571428571,0.14285714285714285,0.9523809523809523,0.9629629629629629,0.03703703703703709
"F[1,1](n_evts >= 0.093 & SpO2 >= 90.796)
",-0.018,-0.093,-0.051,0.000,1.000,40,12,2,0,40,14,42,12,1.0,0.8571428571428571,0.14285714285714285,0.9523809523809523,0.9629629629629629,0.03703703703703709
"F[0,0](dfa <= 1.447 -> LOS >= 1.157)
",1.436,-0.529,-6.513,0.000,1.000,38,13,1,2,40,14,39,15,0.95,0.9285714285714286,0.07142857142857142,0.9743589743589743,0.9444444444444444,0.05555555555555558
"((Temp <= 37.244) U[0,1] (tte <= -0.120))
",0.000,-9999999.000,-9999999.000,0.000,1.000,40,10,4,0,40,14,44,10,1.0,0.7142857142857143,0.2857142857142857,0.9090909090909091,0.9259259259259259,0.07407407407407407
"((srr <= 0.136) U[0,1] (tte <= -0.185))
",0.000,-9999999.000,-9999999.000,0.000,1.000,40,10,4,0,40,14,44,10,1.0,0.7142857142857143,0.2857142857142857,0.9090909090909091,0.9259259259259259,0.07407407407407407
"((hr <= 93.826) U[0,0] (n_edrk <= 0.945))
",1.357,24.553,5.678,0.000,1.000,39,10,4,1,40,14,43,11,0.975,0.7142857142857143,0.2857142857142857,0.9069767441860465,0.9074074074074074,0.09259259259259256
"((dfa <= 1.602) U[0,0] (y >= 0.158))
",-0.926,0.683,0.976,0.000,1.000,40,9,5,0,40,14,45,9,1.0,0.6428571428571429,0.35714285714285715,0.8888888888888888,0.9074074074074074,0.09259259259259256
"((LOS >= 0.030) U[0,0] (tte <= -0.241))
",-1.700,-0.030,7.399,0.000,1.000,40,9,5,0,40,14,45,9,1.0,0.6428571428571429,0.35714285714285715,0.8888888888888888,0.9074074074074074,0.09259259259259256
"((n_edrk <= 0.957) U[0,1] (O2_Flow >= 2.156))
",0.000,-9999999.000,-9999999.000,0.000,1.000,40,8,6,0,40,14,46,8,1.0,0.5714285714285714,0.42857142857142855,0.8695652173913043,0.8888888888888888,0.11111111111111116
"F[1,1](Mort >= 0.035 & s24_hr <= 0.001)
",-1.155,-0.035,-0.014,0.000,1.000,40,7,7,0,40,14,47,7,1.0,0.5,0.5,0.851063829787234,0.8703703703703703,0.12962962962962965
"F[1,1](direct <= 0.951 -> y = 0.955)
",-0.866,-0.951,-0.524,0.000,1.000,40,7,7,0,40,14,47,7,1.0,0.5,0.5,0.851063829787234,0.8703703703703703,0.12962962962962965
"F[0,0](O2_Flow >= 2.156 & SBP >= 76.605)
",-0.632,-0.156,0.987,0.000,1.000,40,6,8,0,40,14,48,6,1.0,0.42857142857142855,0.5714285714285714,0.8333333333333334,0.8518518518518519,0.14814814814814814
