Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[0,1](edrk >= 11.892 -> n_evts >= 0.198)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,14,0,0,19,14,19,14,1.0,1.0,0.0,1.0,1.0,0.0
"((Glasgow_Coma_Scale_Total <= 14.996) U[0,1] (LOS >= 1.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,14,0,0,19,14,19,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](Mort >= 0.039 | SpO2 >= 93.044)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,14,0,0,19,14,19,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](LOS >= 2.450 | O2_Flow >= 2.074)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,14,0,0,19,14,19,14,1.0,1.0,0.0,1.0,1.0,0.0
"((edrk <= 31.239) U[0,1] (LOS >= 1.914))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,14,0,0,19,14,19,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](n_evts >= 0.401 | y >= 0.105)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,14,0,0,19,14,19,14,1.0,1.0,0.0,1.0,1.0,0.0
"((AF >= 0.028) U[0,0] (Pulse >= 64.081))
",-1.672,-0.028,27.927,0.000,1.000,19,13,1,0,19,14,20,13,1.0,0.9285714285714286,0.07142857142857142,0.95,0.9696969696969697,0.030303030303030276
"((ICU_Pt_Days <= 4.021) U[0,1] (LOS >= 2.935))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,12,2,0,19,14,21,12,1.0,0.8571428571428571,0.14285714285714285,0.9047619047619048,0.9393939393939394,0.06060606060606055
"((LOS >= 2.965) U[0,1] (SpO2 >= 93.309))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,12,2,0,19,14,21,12,1.0,0.8571428571428571,0.14285714285714285,0.9047619047619048,0.9393939393939394,0.06060606060606055
"((Glasgow_Coma_Scale_Total >= 14.767) U[0,1] (y >= 0.212))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,11,3,0,19,14,22,11,1.0,0.7857142857142857,0.21428571428571427,0.8636363636363636,0.9090909090909091,0.09090909090909094
"((lds >= 0.511) U[1,1] (Pulse >= 70.600))
",-1.065,0.978,18.787,0.000,1.000,19,11,3,0,19,14,22,11,1.0,0.7857142857142857,0.21428571428571427,0.8636363636363636,0.9090909090909091,0.09090909090909094
"((MET >= 0.013) U[0,0] (Pulse >= 71.343))
",-1.438,-0.013,21.704,0.000,1.000,19,11,3,0,19,14,22,11,1.0,0.7857142857142857,0.21428571428571427,0.8636363636363636,0.9090909090909091,0.09090909090909094
"F[0,0](n_edrk <= 0.848 & n_evts >= 0.173)
",-1.106,-0.173,0.289,0.000,1.000,19,10,4,0,19,14,23,10,1.0,0.7142857142857143,0.2857142857142857,0.8260869565217391,0.8787878787878788,0.12121212121212122
"((death <= 0.170) U[0,1] (tte <= -0.168))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,10,4,0,19,14,23,10,1.0,0.7142857142857143,0.2857142857142857,0.8260869565217391,0.8787878787878788,0.12121212121212122
"F[0,0]((af <= 0.498 | AF <= 0.191) & cosen >= -2.326)
",-0.930,-0.285,0.200,0.000,1.000,16,13,1,3,19,14,17,16,0.8421052631578947,0.9285714285714286,0.07142857142857142,0.9411764705882353,0.8787878787878788,0.12121212121212122
"((cosen >= -2.754) U[0,1] (TROPONIN_I >= 0.026))
",0.000,-9999999.000,-9999999.000,0.000,1.000,15,14,0,4,19,14,15,18,0.7894736842105263,1.0,0.0,1.0,0.8787878787878788,0.12121212121212122
"((edrk <= 31.964) U[1,1] (ICU_Pt_Days >= 1.075))
",0.311,15.691,12.967,0.000,1.000,19,10,4,0,19,14,23,10,1.0,0.7142857142857143,0.2857142857142857,0.8260869565217391,0.8787878787878788,0.12121212121212122
"((Glasgow_Coma_Scale_Total <= 14.960) U[0,1] (n_edrk <= 0.823))
",0.000,-9999999.000,-9999999.000,0.000,1.000,15,13,1,4,19,14,16,17,0.7894736842105263,0.9285714285714286,0.07142857142857142,0.9375,0.8484848484848485,0.1515151515151515
"((dfa <= 0.908) U[0,1] (Mort >= 0.012))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"((death <= 0.572) U[0,1] (direct >= 0.066))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"((LOS <= 7.451) U[0,1] (Mort >= 0.078))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"((af >= 0.023) U[0,0] (TROPONIN_I >= 0.023))
",-0.829,0.006,0.032,0.000,1.000,15,13,1,4,19,14,16,17,0.7894736842105263,0.9285714285714286,0.07142857142857142,0.9375,0.8484848484848485,0.1515151515151515
"((lds <= 1.876) U[0,1] (Mort >= 0.135))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,9,5,0,19,14,24,9,1.0,0.6428571428571429,0.35714285714285715,0.7916666666666666,0.8484848484848485,0.1515151515151515
"((af >= 0.011) U[0,1] (O2_Flow >= 2.296))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,8,6,0,19,14,25,8,1.0,0.5714285714285714,0.42857142857142855,0.76,0.8181818181818182,0.18181818181818177
"F[0,1]((af <= 0.181 | AF <= 0.343) & cosen >= -2.446)
",0.000,-9999999.000,-9999999.000,0.000,1.000,13,14,0,6,19,14,13,20,0.6842105263157895,1.0,0.0,1.0,0.8181818181818182,0.18181818181818177
"F[0,1]((af <= 0.309 | AF <= 0.460) & cosen >= -2.480)
",0.000,-9999999.000,-9999999.000,0.000,1.000,13,14,0,6,19,14,13,20,0.6842105263157895,1.0,0.0,1.0,0.8181818181818182,0.18181818181818177
"((direct >= 0.181) U[1,2] (SBP >= 103.471))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,7,4,3,22,11,23,10,0.8636363636363636,0.6363636363636364,0.36363636363636365,0.8260869565217391,0.7878787878787878,0.21212121212121215
"((dfa <= 0.885) U[0,0] (direct >= 0.086))
",-1.197,0.052,0.613,0.000,1.000,19,7,7,0,19,14,26,7,1.0,0.5,0.5,0.7307692307692307,0.7878787878787878,0.21212121212121215
"F[0,1](death >= 0.037 & s8_hr >= -0.001)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,6,8,0,19,14,27,6,1.0,0.42857142857142855,0.5714285714285714,0.7037037037037037,0.7575757575757576,0.24242424242424243
"F[0,0](Resp <= 19.308 & SpO2 >= 93.295)
",0.072,-0.295,-0.551,0.000,1.000,19,6,8,0,19,14,27,6,1.0,0.42857142857142855,0.5714285714285714,0.7037037037037037,0.7575757575757576,0.24242424242424243
"((edrk <= 23.311) U[0,0] (O2_Flow >= 2.031))
",-0.294,6.399,8.058,0.000,1.000,19,6,8,0,19,14,27,6,1.0,0.42857142857142855,0.5714285714285714,0.7037037037037037,0.7575757575757576,0.24242424242424243
"((direct >= 0.005) U[1,2] (s8_edrk <= 0.002))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,6,5,3,22,11,24,9,0.8636363636363636,0.5454545454545454,0.45454545454545453,0.7916666666666666,0.7575757575757576,0.24242424242424243
"((O2_Flow >= 2.212) U[1,2] (Resp >= 13.370))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,5,7,2,21,12,26,7,0.9047619047619048,0.4166666666666667,0.5833333333333334,0.7307692307692307,0.7272727272727273,0.2727272727272727
"F[0,1](af <= 0.213 -> death >= 0.107)
",0.000,-9999999.000,-9999999.000,0.000,1.000,17,7,7,2,19,14,24,9,0.8947368421052632,0.5,0.5,0.7083333333333334,0.7272727272727273,0.2727272727272727
"F[1,1](AF <= 0.468 & O2_Flow >= 2.270)
",-1.155,-0.270,0.151,0.000,1.000,19,5,9,0,19,14,28,5,1.0,0.35714285714285715,0.6428571428571429,0.6785714285714286,0.7272727272727273,0.2727272727272727
"F[0,1](Resp >= 17.366 -> y = 0.217)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,5,9,0,19,14,28,5,1.0,0.35714285714285715,0.6428571428571429,0.6785714285714286,0.7272727272727273,0.2727272727272727
"((cosen >= -2.380) U[1,2] (Temp <= 36.885))
",0.000,-9999999.000,-9999999.000,0.000,1.000,15,8,1,9,24,9,16,17,0.625,0.8888888888888888,0.1111111111111111,0.9375,0.696969696969697,0.303030303030303
"((death >= 0.075) U[1,2] (s8_edrk <= 0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,4,6,4,23,10,25,8,0.8260869565217391,0.4,0.6,0.76,0.696969696969697,0.303030303030303
"F[0,1](AF >= 0.015 & y >= 0.156)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,3,11,0,19,14,30,3,1.0,0.21428571428571427,0.7857142857142857,0.6333333333333333,0.6666666666666666,0.33333333333333337
"((Mort >= 0.165) U[1,1] (y <= 0.961))
",0.744,0.961,0.639,0.000,1.000,19,3,11,0,19,14,30,3,1.0,0.21428571428571427,0.7857142857142857,0.6333333333333333,0.6666666666666666,0.33333333333333337
