Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((hr >= 77.510) U[1,1] (n_evts >= 0.192))
",-1.520,-0.192,13.587,0.000,1.000,29,14,0,0,29,14,29,14,1.0,1.0,0.0,1.0,1.0,0.0
"((death >= 0.028) U[0,1] (LOS >= 1.149))
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,14,0,0,29,14,29,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,0](cosen <= -1.504 -> n_evts >= 0.281)
",-1.385,-1.008,-0.729,0.000,1.000,29,14,0,0,29,14,29,14,1.0,1.0,0.0,1.0,1.0,0.0
"((n_evts >= 0.053) U[0,0] (Resp <= 23.224))
",-2.190,-0.033,4.082,0.000,1.000,28,14,0,1,29,14,28,15,0.9655172413793104,1.0,0.0,1.0,0.9767441860465116,0.023255813953488413
"((CREATININE >= 1.100) U[0,0] (Resp <= 23.857))
",-2.295,0.061,4.714,0.000,1.000,28,14,0,1,29,14,28,15,0.9655172413793104,1.0,0.0,1.0,0.9767441860465116,0.023255813953488413
"F[0,1](ICU_Pt_Days >= 0.510 & LOS >= 0.672)
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,12,2,0,29,14,31,12,1.0,0.8571428571428571,0.14285714285714285,0.9354838709677419,0.9534883720930233,0.046511627906976716
"F[1,1](hr >= 77.594 & srr <= 0.084)
",-1.782,-4.769,0.030,0.000,1.000,29,11,3,0,29,14,32,11,1.0,0.7857142857142857,0.21428571428571427,0.90625,0.9302325581395349,0.06976744186046513
"((death >= 0.025) U[0,1] (tte <= -0.042))
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,11,3,0,29,14,32,11,1.0,0.7857142857142857,0.21428571428571427,0.90625,0.9302325581395349,0.06976744186046513
"F[1,1](edrk >= 13.171 -> Mort >= 0.058)
",-1.754,-7.490,-2.027,0.000,1.000,29,10,4,0,29,14,33,10,1.0,0.7142857142857143,0.2857142857142857,0.8787878787878788,0.9069767441860465,0.09302325581395354
"F[1,1](Glasgow_Coma_Scale_Total >= 14.209 & Resp <= 23.710)
",-1.166,-0.576,0.648,0.000,1.000,29,10,4,0,29,14,33,10,1.0,0.7142857142857143,0.2857142857142857,0.8787878787878788,0.9069767441860465,0.09302325581395354
"F[0,1](Glasgow_Coma_Scale_Total >= 14.440 & ICU_Pt_Days >= 0.549)
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,10,4,0,29,14,33,10,1.0,0.7142857142857143,0.2857142857142857,0.8787878787878788,0.9069767441860465,0.09302325581395354
"((Pulse >= 76.537) U[1,2] (s24_hr <= 0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,28,10,2,3,31,12,30,13,0.9032258064516129,0.8333333333333334,0.16666666666666666,0.9333333333333333,0.8837209302325582,0.11627906976744184
"F[1,1](AF <= 0.028 -> Mort >= 0.121)
",0.553,-0.028,-0.250,0.000,1.000,29,9,5,0,29,14,34,9,1.0,0.6428571428571429,0.35714285714285715,0.8529411764705882,0.8837209302325582,0.11627906976744184
"((AF <= 0.251) U[0,0] (tte <= -0.142))
",-0.549,0.251,0.897,0.000,1.000,29,9,5,0,29,14,34,9,1.0,0.6428571428571429,0.35714285714285715,0.8529411764705882,0.8837209302325582,0.11627906976744184
"((LOS <= 11.763) U[0,1] (n_edrk <= 0.763))
",0.000,-9999999.000,-9999999.000,0.000,1.000,25,12,2,4,29,14,27,16,0.8620689655172413,0.8571428571428571,0.14285714285714285,0.9259259259259259,0.8604651162790697,0.13953488372093026
"F[0,1](hr >= 76.507 & TOTAL_BILIRUBIN <= 0.700)
",0.000,-9999999.000,-9999999.000,0.000,1.000,23,14,0,6,29,14,23,20,0.7931034482758621,1.0,0.0,1.0,0.8604651162790697,0.13953488372093026
"F[0,1](edrk <= 35.812 -> SpO2 <= 97.941)
",0.000,-9999999.000,-9999999.000,0.000,1.000,28,9,5,1,29,14,33,10,0.9655172413793104,0.6428571428571429,0.35714285714285715,0.8484848484848485,0.8604651162790697,0.13953488372093026
"((LOS >= 0.211) U[1,2] (srr >= 0.022))
",0.000,-9999999.000,-9999999.000,0.000,1.000,23,14,0,6,29,14,23,20,0.7931034482758621,1.0,0.0,1.0,0.8604651162790697,0.13953488372093026
"((direct >= 0.126) U[1,1] (SBP >= 84.797))
",0.009,41.203,40.917,0.000,1.000,29,7,7,0,29,14,36,7,1.0,0.5,0.5,0.8055555555555556,0.8372093023255814,0.16279069767441856
"((af >= 0.000) U[0,1] (direct >= 0.004))
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,7,7,0,29,14,36,7,1.0,0.5,0.5,0.8055555555555556,0.8372093023255814,0.16279069767441856
"F[0,1](hr >= 78.929 & s24_hr >= -0.000)
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,7,7,0,29,14,36,7,1.0,0.5,0.5,0.8055555555555556,0.8372093023255814,0.16279069767441856
"F[0,0](AF <= 0.107 -> direct >= 0.157)
",1.581,-0.107,-0.633,0.000,1.000,29,7,7,0,29,14,36,7,1.0,0.5,0.5,0.8055555555555556,0.8372093023255814,0.16279069767441856
"F[0,1](direct >= 0.090 & s24_edrk >= -0.002)
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,7,7,0,29,14,36,7,1.0,0.5,0.5,0.8055555555555556,0.8372093023255814,0.16279069767441856
"F[1,1](death <= 0.223 -> Glasgow_Coma_Scale_Total <= 14.994)
",0.263,-0.223,-0.300,0.000,1.000,29,6,8,0,29,14,37,6,1.0,0.42857142857142855,0.5714285714285714,0.7837837837837838,0.813953488372093,0.18604651162790697
"F[0,1](cosen <= -1.966 -> s8_edrk <= 0.000)
",0.000,-9999999.000,-9999999.000,0.000,1.000,28,6,8,1,29,14,36,7,0.9655172413793104,0.42857142857142855,0.5714285714285714,0.7777777777777778,0.7906976744186046,0.2093023255813954
"((ALBUMIN <= 3.200) U[1,1] (hr >= 74.533))
",-1.664,0.341,16.564,0.000,1.000,20,14,0,9,29,14,20,23,0.6896551724137931,1.0,0.0,1.0,0.7906976744186046,0.2093023255813954
"F[0,0]((af <= 0.312 | AF <= 0.249) & cosen >= -2.447)
",-0.775,-0.072,0.181,0.000,1.000,21,12,2,8,29,14,23,20,0.7241379310344828,0.8571428571428571,0.14285714285714285,0.9130434782608695,0.7674418604651163,0.2325581395348837
"((death >= 0.028) U[1,1] (s24_hr >= -0.001))
",-0.409,0.001,0.140,0.000,1.000,29,4,10,0,29,14,39,4,1.0,0.2857142857142857,0.7142857142857143,0.7435897435897436,0.7674418604651163,0.2325581395348837
"F[1,1](death >= 0.061 & s2_edrk <= 0.001)
",-0.408,-0.061,-0.052,0.000,1.000,29,4,10,0,29,14,39,4,1.0,0.2857142857142857,0.7142857142857143,0.7435897435897436,0.7674418604651163,0.2325581395348837
"F[0,1](s2_edrk <= 0.003 & s8_hr >= -2.152313870817555e-05)
",0.000,-9999999.000,-9999999.000,0.000,1.000,19,13,1,10,29,14,20,23,0.6551724137931034,0.9285714285714286,0.07142857142857142,0.95,0.7441860465116279,0.2558139534883721
"((n_edrk >= 0.224) U[0,1] (s24_hr >= -9.237082818260532e-05))
",0.000,-9999999.000,-9999999.000,0.000,1.000,18,14,0,11,29,14,18,25,0.6206896551724138,1.0,0.0,1.0,0.7441860465116279,0.2558139534883721
"((MET >= 0.046) U[1,1] (y >= 0.000))
",-1.581,-0.000,0.714,0.000,1.000,29,2,12,0,29,14,41,2,1.0,0.14285714285714285,0.8571428571428571,0.7073170731707317,0.7209302325581395,0.2790697674418605
"((Mort >= 0.019) U[1,1] (y >= 0.102))
",-25.029,-0.019,0.922,0.000,1.000,29,2,12,0,29,14,41,2,1.0,0.14285714285714285,0.8571428571428571,0.7073170731707317,0.7209302325581395,0.2790697674418605
"F[0,0](hr >= 75.990 & MET >= 0.013)
",-1.469,-3.832,-0.013,0.000,1.000,29,2,12,0,29,14,41,2,1.0,0.14285714285714285,0.8571428571428571,0.7073170731707317,0.7209302325581395,0.2790697674418605
"((AF >= 0.011) U[1,2] (dfa <= 0.955))
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,2,11,1,30,13,40,3,0.9666666666666667,0.15384615384615385,0.8461538461538461,0.725,0.7209302325581395,0.2790697674418605
"((MET >= 0.027) U[1,1] (tte >= -1.361))
",1.152,1.361,0.823,0.000,1.000,29,2,12,0,29,14,41,2,1.0,0.14285714285714285,0.8571428571428571,0.7073170731707317,0.7209302325581395,0.2790697674418605
