Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[1,1](af <= 0.495 -> n_evts >= 0.222)
",2550087817651904.500,-0.495,-0.778,0.000,1.000,32,14,0,0,32,14,32,14,1.0,1.0,0.0,1.0,1.0,0.0
"((n_evts >= 0.029) U[1,2] (SpO2 >= 86.266))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,12,0,2,34,12,32,14,0.9411764705882353,1.0,0.0,1.0,0.9565217391304348,0.04347826086956519
"((Glasgow_Coma_Scale_Total >= 14.284) U[1,1] (hr >= 78.458))
",-1.241,0.716,18.912,0.000,1.000,31,12,2,1,32,14,33,13,0.96875,0.8571428571428571,0.14285714285714285,0.9393939393939394,0.9347826086956522,0.06521739130434778
"((ALBUMIN <= 3.200) U[0,1] (n_edrk <= 0.876))
",0.000,-9999999.000,-9999999.000,0.000,1.000,30,12,2,2,32,14,32,14,0.9375,0.8571428571428571,0.14285714285714285,0.9375,0.9130434782608695,0.08695652173913049
"((direct >= 0.027) U[0,1] (y >= 0.059))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308
"((ICU_Pt_Days <= 4.678) U[0,1] (y >= 0.170))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308
"((Temp >= 35.829) U[0,1] (y >= 0.166))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308
"((tte <= -0.121) U[0,0] (y >= 0.124))
",-0.930,-0.121,1.005,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308
"((SpO2 <= 97.311) U[0,1] (tte <= -0.226))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308
"F[0,1](s24_hr <= 0.001 -> y >= 0.071)
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308
